name,genre,year,score,votes,director,writer,star,country,budget,gross,company,runtime,month,id,Earn,Category
May,Comedy,2002,6.6,34000.0,LuckyMcKee,LuckyMcKee,AngelaBettis,UnitedStates,500000.0,264349.0,2LoopFilms,93.0,April,2679,-235651,big_flop
Dragonfly,Drama,2002,6.1,37000.0,TomShadyac,BrandonCamp,KevinCostner,UnitedStates,60000000.0,52323400.0,UniversalPictures,104.0,February,2680,-7676600,big_flop
JuwannaMann,Comedy,2002,4.6,6400.0,JesseVaughan,BradleyAllenstein,MiguelANunezJr,UnitedStates,15600000.0,13802599.0,MorganCreekEntertainment,91.0,June,2681,-1797401,big_flop
DivineSecretsoftheYa-YaSisterhood,Drama,2002,6.1,19000.0,CallieKhouri,RebeccaWells,SandraBullock,UnitedStates,27000000.0,73839240.0,AllGirlProductions,116.0,June,2682,46839240,masterpiece
DirtyPrettyThings,Crime,2002,7.3,41000.0,StephenFrears,StevenKnight,ChiwetelEjiofor,UnitedKingdom,10000000.0,13904766.0,BBCFilms,97.0,September,2683,3904766,success
TheTuxedo,Action,2002,5.4,81000.0,KevinDonovan,PhilHay,JackieChan,UnitedStates,60000000.0,104391623.0,BlueTrainProductions,98.0,September,2684,44391623,masterpiece
Swimfan,Drama,2002,5.1,19000.0,JohnPolson,CharlesFBohl,JesseBradford,UnitedStates,10000000.0,34411240.0,TwentiethCenturyFox,85.0,September,2685,24411240,masterpiece
ServingSara,Comedy,2002,5.3,17000.0,ReginaldHudlin,JayScherick,MatthewPerry,Germany,29000000.0,20146150.0,FTMProductions,99.0,August,2686,-8853850,big_flop
K-19:TheWidowmaker,Drama,2002,6.7,61000.0,KathrynBigelow,LouisNowra,HarrisonFord,UnitedKingdom,100000000.0,65716126.0,FirstLightProduction,138.0,July,2687,-34283874,big_flop
StuartLittle2,Animation,2002,5.5,51000.0,RobMinkoff,EBWhite,MichaelJFox,UnitedStates,120000000.0,169956806.0,ColumbiaPictures,77.0,July,2688,49956806,success
IgbyGoesDown,Comedy,2002,6.9,32000.0,BurrSteers,BurrSteers,KieranCulkin,UnitedStates,9000000.0,6919198.0,UnitedArtists,98.0,October,2689,-2080802,big_flop
Rollerball,Action,2002,3.1,26000.0,JohnMcTiernan,WilliamHarrison,ChrisKlein,UnitedStates,70000000.0,25852764.0,AtlasEntertainment,98.0,February,2690,-44147236,big_flop
ChangingLanes,Drama,2002,6.5,68000.0,RogerMichell,ChapTaylor,BenAffleck,UnitedStates,45000000.0,94935764.0,ParamountPictures,98.0,April,2691,49935764,masterpiece
WhiteOleander,Drama,2002,7.1,30000.0,PeterKosminsky,JanetFitch,MichellePfeiffer,UnitedStates,16000000.0,21672284.0,WarnerBros,109.0,October,2692,5672284,success
Below,Action,2002,6.2,21000.0,DavidTwohy,LucasSussman,BruceGreenwood,UnitedStates,40000000.0,2622015.0,DimensionFilms,105.0,October,2693,-37377985,big_flop
BigTrouble,Comedy,2002,6.5,20000.0,BarrySonnenfeld,DaveBarry,TimAllen,UnitedStates,40000000.0,8493890.0,TouchstonePictures,85.0,April,2694,-31506110,big_flop
FarfromHeaven,Drama,2002,7.4,45000.0,ToddHaynes,ToddHaynes,JulianneMoore,UnitedStates,13500000.0,29027914.0,FocusFeatures,107.0,January,2695,15527914,masterpiece
BubbaHo-Tep,Comedy,2002,7.0,47000.0,DonCoscarelli,JoeRLansdale,BruceCampbell,UnitedStates,1000000.0,1239183.0,SilverSphereCorporation,92.0,October,2696,239183,flop
S1m0ne,Comedy,2002,6.1,59000.0,AndrewNiccol,AndrewNiccol,AlPacino,UnitedStates,10000000.0,19576023.0,NewLineCinema,117.0,August,2697,9576023,masterpiece
AutoFocus,Biography,2002,6.6,13000.0,PaulSchrader,RobertGraysmith,GregKinnear,UnitedStates,7000000.0,2704951.0,FocusPullerInc,105.0,November,2698,-4295049,big_flop
BloodWork,Action,2002,6.4,43000.0,ClintEastwood,MichaelConnelly,ClintEastwood,UnitedStates,50000000.0,31794718.0,MalpasoProductions,110.0,August,2699,-18205282,big_flop
CollateralDamage,Action,2002,5.5,73000.0,AndrewDavis,RonaldRoose,ArnoldSchwarzenegger,UnitedStates,85000000.0,78382433.0,WarnerBros,108.0,February,2700,-6617567,big_flop
Undisputed,Action,2002,6.2,30000.0,WalterHill,DavidGiler,WesleySnipes,UnitedStates,20000000.0,14946150.0,ABandApart,94.0,August,2701,-5053850,big_flop
TheSaltonSea,Crime,2002,7.1,30000.0,DJCaruso,TonyGayton,ValKilmer,UnitedStates,18000000.0,1073198.0,CastleRockEntertainment,103.0,June,2702,-16926802,big_flop
Ju-on:TheGrudge,Horror,2002,6.7,42000.0,TakashiShimizu,TakashiShimizu,MegumiOkina,Japan,3500000.0,3657876.0,PioneerLDC,92.0,January,2703,157876,flop
Barbershop,Comedy,2002,6.3,30000.0,TimStory,MarkBrown,IceCube,UnitedStates,12000000.0,77063924.0,Metro-Goldwyn-Mayer(MGM),102.0,September,2704,65063924,masterpiece
WhaleRider,Drama,2002,7.5,40000.0,NikiCaro,NikiCaro,KeishaCastle-Hughes,NewZealand,3500000.0,41062976.0,SouthPacificPictures,101.0,August,2705,37562976,masterpiece
Rabbit-ProofFence,Adventure,2002,7.4,28000.0,PhillipNoyce,DorisPilkington,EverlynSampi,Australia,6000000.0,16217411.0,RumbalaraFilms,94.0,January,2706,10217411,masterpiece
Trapped,Action,2002,6.2,23000.0,LuisMandoki,GregIles,KevinBacon,UnitedStates,30000000.0,13414416.0,ColumbiaPictures,106.0,September,2707,-16585584,big_flop
Narc,Crime,2002,7.1,39000.0,JoeCarnahan,JoeCarnahan,RayLiotta,UnitedStates,6500000.0,12633747.0,ParamountPictures,105.0,January,2708,6133747,masterpiece
DarkBlue,Crime,2002,6.6,21000.0,RonShelton,JamesEllroy,KurtRussell,UnitedStates,15000000.0,12150301.0,AlphavilleFilms,118.0,February,2709,-2849699,big_flop
Dahmer,Biography,2002,5.6,9700.0,DavidJacobson,DavidBirke,JeremyRenner,UnitedStates,250000.0,144008.0,BlockbusterFilms,101.0,2019,2710,-105992,big_flop
BoatTrip,Comedy,2002,4.9,31000.0,MortNathan,MortNathan,CubaGoodingJr,UnitedStates,20000000.0,15020293.0,MotionPictureCorporationofAmerica(MPCA),94.0,March,2711,-4979707,big_flop
NicholasNickleby,Adventure,2002,7.1,12000.0,DouglasMcGrath,CharlesDickens,CharlieHunnam,UnitedKingdom,10000000.0,3651462.0,UnitedArtistsFilmCorporation,132.0,June,2712,-6348538,big_flop
BadCompany,Action,2002,5.6,45000.0,JoelSchumacher,GaryMGoodman,AnthonyHopkins,UnitedStates,70000000.0,66200782.0,TouchstonePictures,116.0,June,2713,-3799218,big_flop
Spider,Drama,2002,6.8,36000.0,DavidCronenberg,PatrickMcGrath,RalphFiennes,Canada,10000000.0,5808941.0,OdeonFilms,98.0,November,2714,-4191059,big_flop
SnowDogs,Adventure,2002,5.2,26000.0,BrianLevant,JimKouf,CubaGoodingJr,Canada,33000000.0,115035090.0,WaltDisneyPictures,99.0,January,2715,82035090,masterpiece
TheQuietAmerican,Drama,2002,7.1,27000.0,PhillipNoyce,GrahamGreene,MichaelCaine,UnitedKingdom,30000000.0,27674124.0,Miramax,101.0,March,2716,-2325876,big_flop
TheSantaClause2,Comedy,2002,5.7,52000.0,MichaelLembeck,DonRhymer,TimAllen,UnitedStates,65000000.0,172855065.0,WaltDisneyPictures,104.0,November,2717,107855065,masterpiece
Slackers,Comedy,2002,5.4,14000.0,DeweyNicks,DavidHSteinberg,DevonSawa,Canada,14000000.0,6413915.0,AllianceAtlantisCommunications,86.0,February,2718,-7586085,big_flop
SororityBoys,Comedy,2002,5.5,14000.0,WallaceWolodarsky,JoeJarvis,BarryWatson,UnitedStates,12000000.0,12517488.0,"Morra,Brezner,SteinbergandTenenbaumEntertainment(MBST)",93.0,March,2719,517488,flop
TheCountryBears,Comedy,2002,4.2,5200.0,PeterHastings,MarkPerez,HaleyJoelOsment,UnitedStates,35000000.0,18012097.0,WaltDisneyPictures,88.0,July,2720,-16987903,big_flop
AllAbouttheBenjamins,Action,2002,5.9,13000.0,KevinBray,RonaldLang,IceCube,UnitedStates,15000000.0,26306533.0,NewLineCinema,95.0,March,2721,11306533,masterpiece
Abandon,Drama,2002,4.9,9400.0,StephenGaghan,StephenGaghan,KatieHolmes,UnitedStates,25000000.0,12302219.0,ParamountPictures,99.0,October,2722,-12697781,big_flop
Gerry,Adventure,2002,6.1,18000.0,GusVanSant,CaseyAffleck,CaseyAffleck,UnitedStates,3500000.0,254683.0,EpsilonMotionPictures,103.0,September,2723,-3245317,big_flop
Clockstoppers,Action,2002,5.2,14000.0,JonathanFrakes,RobHedden,JesseBradford,UnitedStates,26000000.0,38793283.0,ParamountPictures,94.0,March,2724,12793283,success
PeterPan2:ReturntoNeverLand,Animation,2002,5.8,19000.0,RobinBudd,TempleMathews,BlayneWeaver,UnitedStates,20000000.0,115121981.0,DisneyTelevisionAnimation,72.0,February,2725,95121981,masterpiece
PoolhallJunkies,Comedy,2002,6.9,9700.0,MarsCallahan,MarsCallahan,MarsCallahan,UnitedStates,4000000.0,563711.0,GoldCircleFilms,99.0,February,2726,-3436289,big_flop
Feardotcom,Crime,2002,3.4,20000.0,WilliamMalone,MosheDiamant,StephenDorff,UnitedKingdom,40000000.0,18902015.0,MDPWorldwide,101.0,August,2727,-21097985,big_flop
NoGoodDeed,Crime,2002,5.4,7100.0,BobRafelson,DashiellHammett,SamuelLJackson,Germany,12000000.0,1440653.0,ApolloMediaDistribution,97.0,November,2728,-10559347,big_flop
Darkness,Horror,2002,5.4,19000.0,JaumeBalaguero,JaumeBalaguero,AnnaPaquin,UnitedStates,10600000.0,33988736.0,CastelaoProducciones,88.0,December,2729,23388736,masterpiece
AnalyzeThat,Comedy,2002,5.9,83000.0,HaroldRamis,KennethLonergan,RobertDeNiro,UnitedStates,60000000.0,55003135.0,WarnerBros,96.0,December,2730,-4996865,big_flop
TheBangerSisters,Comedy,2002,5.6,15000.0,BobDolman,BobDolman,SusanSarandon,UnitedStates,10000000.0,38068353.0,FoxSearchlightPictures,98.0,September,2731,28068353,masterpiece
TheWildThornberrys,Animation,2002,5.6,14000.0,CathyMalkasian,ArleneKlasky,TimCurry,UnitedStates,25000000.0,60694737.0,ParamountPictures,85.0,December,2732,35694737,masterpiece
TheAdventuresofPlutoNash,Action,2002,3.8,25000.0,RonUnderwood,NeilCuthbert,EddieMurphy,UnitedStates,100000000.0,7103973.0,CastleRockEntertainment,95.0,August,2733,-92896027,big_flop
EightCrazyNights,Animation,2002,5.3,22000.0,SethKearsley,BrooksArthur,AdamSandler,UnitedStates,34000000.0,23833131.0,HappyMadisonProductions,76.0,November,2734,-10166869,big_flop
FullFrontal,Comedy,2002,4.7,9500.0,StevenSoderbergh,ColemanHough,JuliaRoberts,UnitedStates,2000000.0,3438804.0,Miramax,101.0,August,2735,1438804,masterpiece
MoonlightMile,Drama,2002,6.6,14000.0,BradSilberling,BradSilberling,JakeGyllenhaal,UnitedStates,21000000.0,10011050.0,TouchstonePictures,117.0,October,2736,-10988950,big_flop
HalfPastDead,Action,2002,4.6,15000.0,DonMichaelPaul,DonMichaelPaul,MorrisChestnut,UnitedStates,13000000.0,19233280.0,ScreenGems,98.0,November,2737,6233280,success
LifeorSomethingLikeIt,Comedy,2002,5.8,24000.0,StephenHerek,JohnScottShepherd,AngelinaJolie,UnitedStates,40000000.0,16872671.0,NewRegencyProductions,103.0,April,2738,-23127329,big_flop
Showtime,Action,2002,5.5,61000.0,TomDey,JorgeSaralegui,RobertDeNiro,UnitedStates,85000000.0,77885672.0,Material,95.0,March,2739,-7114328,big_flop
TedBundy,Biography,2002,5.8,7300.0,MatthewBright,StephenJohnston,MichaelReillyBurke,UnitedKingdom,1200000.0,68716.0,FirstLookInternational,99.0,November,2740,-1131284,big_flop
Ballistic:EcksvsSever,Action,2002,3.7,19000.0,WychKaosayananda,AlanBMcElroy,AntonioBanderas,UnitedStates,70000000.0,20154899.0,FranchisePictures,91.0,September,2741,-49845101,big_flop
BrownSugar,Comedy,2002,6.5,8700.0,RickFamuyiwa,MichaelElliot,TayeDiggs,UnitedStates,8000000.0,28316451.0,FoxSearchlightPictures,109.0,October,2742,20316451,masterpiece
DeucesWild,Action,2002,5.6,7100.0,ScottKalvert,PaulKimatian,StephenDorff,UnitedStates,10000000.0,6282446.0,CineWild,96.0,May,2743,-3717554,big_flop
TheEmperorsClub,Drama,2002,6.9,17000.0,MichaelHoffman,EthanCanin,KevinKline,UnitedStates,12500000.0,16318449.0,BeaconCommunications,109.0,November,2744,3818449,success
AllorNothing,Drama,2002,7.5,10000.0,MikeLeigh,MikeLeigh,TimothySpall,UnitedKingdom,9000000.0,2845696.0,LesFilmsAlainSarde,128.0,October,2745,-6154304,big_flop
RealWomenHaveCurves,Comedy,2002,6.9,7200.0,PatriciaCardoso,JosefinaLopez,AmericaFerrera,UnitedStates,3000000.0,7777790.0,HBOFilms,90.0,November,2746,4777790,masterpiece
TheCrocodileHunter:CollisionCourse,Action,2002,5.4,6400.0,JohnStainton,JohnStainton,SteveIrwin,Australia,12000000.0,33082548.0,Metro-Goldwyn-Mayer(MGM),90.0,July,2747,21082548,masterpiece
Possession,Drama,2002,6.3,13000.0,NeilLaBute,ASByatt,GwynethPaltrow,UnitedKingdom,25000000.0,14815898.0,FocusFeatures,102.0,August,2748,-10184102,big_flop
CitybytheSea,Crime,2002,6.1,24000.0,MichaelCaton-Jones,MikeMcAlary,RobertDeNiro,UnitedStates,40000000.0,29676703.0,FranchisePictures,108.0,September,2749,-10323297,big_flop
Heaven,Crime,2002,7.0,24000.0,TomTykwer,KrzysztofKieslowski,CateBlanchett,UnitedKingdom,11000000.0,4247089.0,Miramax,97.0,February,2750,-6752911,big_flop
KillBill:Vol1,Action,2003,8.1,1000000.0,QuentinTarantino,QuentinTarantino,UmaThurman,UnitedStates,30000000.0,180906076.0,Miramax,111.0,October,2751,150906076,masterpiece
PiratesoftheCaribbean:theCurseoftheBlackPearl,Action,2003,8.0,1000000.0,GoreVerbinski,TedElliott,JohnnyDepp,UnitedStates,140000000.0,654264015.0,WaltDisneyPictures,143.0,July,2752,514264015,masterpiece
TheLordoftheRings:TheReturnoftheKing,Action,2003,8.9,1700000.0,PeterJackson,JRRTolkien,ElijahWood,NewZealand,94000000.0,1146030912.0,NewLineCinema,201.0,December,2753,1052030912,masterpiece
OldSchool,Comedy,2003,7.1,219000.0,ToddPhillips,CourtCrandall,LukeWilson,UnitedStates,24000000.0,87135520.0,DreamworksPictures,88.0,February,2754,63135520,masterpiece
MysticRiver,Crime,2003,7.9,430000.0,ClintEastwood,BrianHelgeland,SeanPenn,UnitedStates,25000000.0,156595191.0,WarnerBros,138.0,October,2755,131595191,masterpiece
LoveActually,Comedy,2003,7.6,444000.0,RichardCurtis,RichardCurtis,HughGrant,UnitedKingdom,40000000.0,245203167.0,UniversalPictures,135.0,November,2756,205203167,masterpiece
TheLifeofDavidGale,Crime,2003,7.5,114000.0,AlanParker,CharlesRandolph,KevinSpacey,UnitedStates,38000000.0,38955598.0,UniversalPictures,130.0,February,2757,955598,flop
2Fast2Furious,Action,2003,5.9,259000.0,JohnSingleton,GaryScottThompson,PaulWalker,UnitedStates,76000000.0,236350661.0,UniversalPictures,107.0,June,2758,160350661,masterpiece
Underworld,Action,2003,7.0,258000.0,LenWiseman,KevinGrevioux,KateBeckinsale,UnitedStates,22000000.0,95708457.0,LakeshoreEntertainment,121.0,September,2759,73708457,masterpiece
Oldboy,Action,2003,8.4,532000.0,ParkChan-Wook,GaronTsuchiya,ChoiMin-sik,SouthKorea,3000000.0,15189934.0,ShowEast,120.0,November,2760,12189934,masterpiece
LostinTranslation,Comedy,2003,7.7,426000.0,SofiaCoppola,SofiaCoppola,BillMurray,UnitedStates,4000000.0,118686937.0,FocusFeatures,102.0,October,2761,114686937,masterpiece
LooneyTunes:BackinAction,Animation,2003,5.7,35000.0,JoeDante,LarryDoyle,BrendanFraser,Germany,80000000.0,68514844.0,WarnerBros,91.0,November,2762,-11485156,big_flop
BigFish,Adventure,2003,8.0,422000.0,TimBurton,DanielWallace,EwanMcGregor,UnitedStates,70000000.0,123218424.0,ColumbiaPictures,125.0,January,2763,53218424,masterpiece
TheMatrixReloaded,Action,2003,7.2,529000.0,LanaWachowski,LillyWachowski,KeanuReeves,UnitedStates,150000000.0,741847937.0,WarnerBros,138.0,May,2764,591847937,masterpiece
TheDreamers,Drama,2003,7.2,114000.0,BernardoBertolucci,GilbertAdair,MichaelPitt,UnitedKingdom,15000000.0,24152155.0,RecordedPictureCompany(RPC),115.0,February,2765,9152155,masterpiece
MemoriesofMurder,Crime,2003,8.1,152000.0,BongJoonHo,BongJoonHo,Kang-hoSong,SouthKorea,2800000.0,1162593.0,CJEntertainment,132.0,May,2766,-1637407,big_flop
FindingNemo,Animation,2003,8.1,972000.0,AndrewStanton,AndrewStanton,AlbertBrooks,UnitedStates,94000000.0,940352645.0,PixarAnimationStudios,100.0,May,2767,846352645,masterpiece
Hulk,Action,2003,5.6,255000.0,AngLee,StanLee,EricBana,UnitedStates,137000000.0,245285165.0,UniversalPictures,138.0,June,2768,108285165,masterpiece
SchoolofRock,Comedy,2003,7.1,283000.0,RichardLinklater,MikeWhite,JackBlack,UnitedStates,35000000.0,131095990.0,ParamountPictures,109.0,October,2769,96095990,masterpiece
Thirteen,Drama,2003,6.8,81000.0,CatherineHardwicke,CatherineHardwicke,EvanRachelWood,UnitedStates,2000000.0,10128960.0,FoxSearchlightPictures,100.0,September,2770,8128960,masterpiece
WrongTurn,Horror,2003,6.1,113000.0,RobSchmidt,AlanBMcElroy,ElizaDushku,Canada,12600000.0,28650575.0,SummitEntertainment,84.0,May,2771,16050575,masterpiece
TheItalianJob,Action,2003,7.0,350000.0,FGaryGray,TroyKennedy-Martin,DonaldSutherland,UnitedStates,60000000.0,176070171.0,ParamountPictures,111.0,May,2772,116070171,masterpiece
Terminator3:RiseoftheMachines,Action,2003,6.3,383000.0,JonathanMostow,JohnBrancato,ArnoldSchwarzenegger,UnitedStates,200000000.0,433371112.0,C-2Pictures,109.0,July,2773,233371112,masterpiece
PeterPan,Adventure,2003,6.8,68000.0,PJHogan,JMBarrie,JeremySumpter,UnitedKingdom,100000000.0,121975011.0,UniversalPictures,113.0,December,2774,21975011,flop
Monster,Biography,2003,7.3,140000.0,PattyJenkins,PattyJenkins,CharlizeTheron,UnitedStates,8000000.0,58469210.0,Media8Entertainment,109.0,January,2775,50469210,masterpiece
TheMatrixRevolutions,Action,2003,6.7,459000.0,LanaWachowski,LillyWachowski,KeanuReeves,UnitedStates,150000000.0,427344325.0,WarnerBros,129.0,November,2776,277344325,masterpiece
Daredevil,Action,2003,5.3,209000.0,MarkStevenJohnson,MarkStevenJohnson,BenAffleck,UnitedStates,78000000.0,179179718.0,MarvelEnterprises,103.0,February,2777,101179718,masterpiece
MasterandCommander:theFarSideoftheWorld,Action,2003,7.4,208000.0,PeterWeir,PatrickOBrian,RussellCrowe,UnitedStates,150000000.0,211622535.0,TwentiethCenturyFox,138.0,November,2778,61622535,success
TheMissing,Adventure,2003,6.5,34000.0,RonHoward,ThomasEidson,TommyLeeJones,UnitedStates,60000000.0,38364277.0,RevolutionStudios,137.0,November,2779,-21635723,big_flop
TheRoom,Drama,2003,3.7,84000.0,TommyWiseau,TommyWiseau,TommyWiseau,UnitedStates,6000000.0,4988181.0,Wiseau-Films,99.0,June,2780,-1011819,big_flop
TheTexasChainsawMassacre,Crime,2003,6.2,133000.0,MarcusNispel,KimHenkel,JessicaBiel,UnitedStates,9500000.0,107363905.0,NewLineCinema,98.0,October,2781,97863905,masterpiece
SWAT,Action,2003,6.0,141000.0,ClarkJohnson,RobertHamner,SamuelLJackson,UnitedStates,80000000.0,207725639.0,ColumbiaPictures,117.0,August,2782,127725639,masterpiece
TheLastSamurai,Action,2003,7.7,409000.0,EdwardZwick,JohnLogan,TomCruise,UnitedStates,140000000.0,454627263.0,WarnerBros,154.0,December,2783,314627263,masterpiece
Holes,Adventure,2003,7.0,81000.0,AndrewDavis,LouisSachar,ShiaLaBeouf,UnitedStates,20000000.0,71406573.0,WaltDisneyPictures,117.0,April,2784,51406573,masterpiece
Timeline,Action,2003,5.7,61000.0,RichardDonner,MichaelCrichton,PaulWalker,UnitedStates,80000000.0,43935763.0,ParamountPictures,116.0,November,2785,-36064237,big_flop
X2:X-MenUnited,Action,2003,7.4,521000.0,BryanSinger,ZakPenn,PatrickStewart,UnitedStates,110000000.0,407711549.0,TwentiethCenturyFox,134.0,May,2786,297711549,masterpiece
TheRundown,Action,2003,6.7,103000.0,PeterBerg,RJStewart,DwayneJohnson,UnitedStates,85000000.0,80981914.0,ColumbiaPictures,104.0,September,2787,-4018086,big_flop
Houseof1000Corpses,Horror,2003,6.1,80000.0,RobZombie,RobZombie,SidHaig,UnitedStates,7000000.0,16829545.0,SpectacleEntertainmentGroup,89.0,April,2788,9829545,masterpiece
Identity,Mystery,2003,7.3,233000.0,JamesMangold,MichaelCooney,JohnCusack,UnitedStates,28000000.0,90259536.0,ColumbiaPictures,90.0,April,2789,62259536,masterpiece
OnceUponaTimeinMexico,Action,2003,6.4,156000.0,RobertRodriguez,RobertRodriguez,AntonioBanderas,UnitedStates,29000000.0,98769390.0,ColumbiaPictures,102.0,September,2790,69769390,masterpiece
ColdMountain,Adventure,2003,7.2,142000.0,AnthonyMinghella,CharlesFrazier,JudeLaw,UnitedStates,79000000.0,173013509.0,Miramax,154.0,December,2791,94013509,masterpiece
CheaperbytheDozen,Comedy,2003,5.9,96000.0,ShawnLevy,FrankBGilbrethJr,SteveMartin,UnitedStates,40000000.0,190538630.0,TwentiethCenturyFox,98.0,December,2792,150538630,masterpiece
IntheCut,Mystery,2003,5.3,22000.0,JaneCampion,JaneCampion,MegRyan,UnitedKingdom,12000000.0,23726793.0,ScreenGems,119.0,October,2793,11726793,masterpiece
SecondhandLions,Comedy,2003,7.5,54000.0,TimMcCanlies,TimMcCanlies,HaleyJoelOsment,UnitedStates,30000000.0,48260279.0,NewLineCinema,109.0,September,2794,18260279,masterpiece
ScaryMovie3,Comedy,2003,5.5,140000.0,DavidZucker,CraigMazin,AnnaFaris,UnitedStates,48000000.0,220673217.0,DimensionFilms,84.0,October,2795,172673217,masterpiece
HowtoLoseaGuyin10Days,Comedy,2003,6.4,218000.0,DonaldPetrie,MicheleAlexander,KateHudson,UnitedStates,50000000.0,177502387.0,LyndaObstProductions,116.0,February,2796,127502387,masterpiece
TheLeagueofExtraordinaryGentlemen,Action,2003,5.8,171000.0,StephenNorrington,AlanMoore,SeanConnery,UnitedStates,78000000.0,179265204.0,AngryFilms,110.0,July,2797,101265204,masterpiece
WhataGirlWants,Comedy,2003,5.8,61000.0,DennieGordon,WilliamDouglas-Home,AmandaBynes,UnitedStates,25000000.0,50732139.0,WarnerBros,105.0,April,2798,25732139,masterpiece
BadBoysII,Action,2003,6.6,237000.0,MichaelBay,GeorgeGallo,WillSmith,UnitedStates,130000000.0,273339556.0,ColumbiaPictures,147.0,July,2799,143339556,masterpiece
OpenRange,Action,2003,7.4,68000.0,KevinCostner,LauranPaine,KevinCostner,UnitedStates,22000000.0,68296293.0,TouchstonePictures,139.0,August,2800,46296293,masterpiece
MonaLisaSmile,Drama,2003,6.5,79000.0,MikeNewell,LawrenceKonner,JuliaRoberts,UnitedStates,65000000.0,141337989.0,RevolutionStudios,117.0,December,2801,76337989,masterpiece
FreddyvsJason,Action,2003,5.7,113000.0,RonnyYu,WesCraven,RobertEnglund,Canada,30000000.0,116632628.0,NewLineCinema,97.0,August,2802,86632628,masterpiece
BruceAlmighty,Comedy,2003,6.7,380000.0,TomShadyac,SteveKoren,JimCarrey,UnitedStates,81000000.0,484592874.0,SpyglassEntertainment,101.0,May,2803,403592874,masterpiece
Dogville,Crime,2003,8.0,141000.0,LarsvonTrier,LarsvonTrier,NicoleKidman,Denmark,10000000.0,16689283.0,ZentropaEntertainments,178.0,April,2804,6689283,masterpiece
Elf,Adventure,2003,7.0,235000.0,JonFavreau,DavidBerenbaum,WillFerrell,UnitedStates,33000000.0,223853736.0,NewLineCinema,97.0,November,2805,190853736,masterpiece
FreakyFriday,Comedy,2003,6.2,129000.0,MarkWaters,MaryRodgers,JamieLeeCurtis,UnitedStates,20000000.0,160846332.0,CasualFridayProductions,97.0,August,2806,140846332,masterpiece
CharliesAngels:FullThrottle,Action,2003,4.9,123000.0,McG,IvanGoff,DrewBarrymore,UnitedStates,120000000.0,259175788.0,ColumbiaPictures,106.0,June,2807,139175788,masterpiece
LegallyBlonde2,Comedy,2003,4.8,63000.0,CharlesHerman-Wurmfeld,AmandaBrown,ReeseWitherspoon,UnitedStates,45000000.0,124914842.0,Metro-Goldwyn-Mayer(MGM),95.0,July,2808,79914842,masterpiece
DickieRoberts:FormerChildStar,Comedy,2003,5.6,14000.0,SamWeisman,FredWolf,DavidSpade,UnitedStates,17000000.0,23769505.0,ParamountPictures,98.0,September,2809,6769505,success
AngerManagement,Comedy,2003,6.2,207000.0,PeterSegal,DavidDorfman,JackNicholson,UnitedStates,75000000.0,195745823.0,RevolutionStudios,106.0,April,2810,120745823,masterpiece
OpenWater,Adventure,2003,5.7,52000.0,ChrisKentis,ChrisKentis,BlanchardRyan,UnitedStates,500000.0,54683487.0,PlungePicturesLLC,79.0,August,2811,54183487,masterpiece
SomethingsGottaGive,Comedy,2003,6.7,115000.0,NancyMeyers,NancyMeyers,JackNicholson,UnitedStates,80000000.0,265328738.0,ColumbiaPictures,128.0,December,2812,185328738,masterpiece
GirlwithaPearlEarring,Biography,2003,6.9,74000.0,PeterWebber,TracyChevalier,ScarlettJohansson,UnitedKingdom,12000000.0,33030115.0,ArcherStreetProductions,100.0,January,2813,21030115,masterpiece
TheCatintheHat,Adventure,2003,4.0,59000.0,BoWelch,DrSeuss,MikeMyers,UnitedStates,109000000.0,133960541.0,UniversalPictures,82.0,November,2814,24960541,flop
BrotherBear,Animation,2003,6.8,101000.0,AaronBlaise,TabMurphy,JoaquinPhoenix,UnitedStates,128000000.0,250397798.0,WaltDisneyAnimationStudios,85.0,November,2815,122397798,masterpiece
TheBrownBunny,Drama,2003,5.0,14000.0,VincentGallo,VincentGallo,VincentGallo,UnitedStates,10000000.0,402599.0,GrayDaisyFilms,93.0,November,2816,-9597401,big_flop
TearsoftheSun,Action,2003,6.6,115000.0,AntoineFuqua,AlexLasker,BruceWillis,UnitedStates,75000000.0,86468162.0,CheyenneEnterprises,121.0,March,2817,11468162,flop
FinalDestination2,Horror,2003,6.2,156000.0,DavidREllis,JMackyeGruber,AJCook,UnitedStates,26000000.0,90941129.0,NewLineCinema,90.0,January,2818,64941129,masterpiece
21Grams,Crime,2003,7.6,228000.0,AlejandroGInarritu,GuillermoArriaga,SeanPenn,UnitedStates,20000000.0,60427839.0,ThisIsThatProductions,124.0,January,2819,40427839,masterpiece
IntolerableCruelty,Comedy,2003,6.2,93000.0,JoelCoen,RobertRamsey,GeorgeClooney,UnitedStates,60000000.0,120801243.0,UniversalPictures,100.0,October,2820,60801243,masterpiece
JohnnyEnglish,Action,2003,6.2,152000.0,PeterHowitt,NealPurvis,RowanAtkinson,UnitedKingdom,40000000.0,160466000.0,UniversalPictures,87.0,July,2821,120466000,masterpiece
TheHunted,Action,2003,6.1,45000.0,WilliamFriedkin,DavidGriffiths,TommyLeeJones,UnitedStates,55000000.0,46061847.0,LakeshoreEntertainment,94.0,March,2822,-8938153,big_flop
MatchstickMen,Comedy,2003,7.3,126000.0,RidleyScott,EricGarcia,NicolasCage,UnitedStates,62000000.0,65565672.0,WarnerBros,116.0,September,2823,3565672,flop
