name,genre,year,score,votes,director,writer,star,country,budget,gross,company,runtime,month,id
TheChumscrubber,Comedy,2005,6.9,18000.0,AriePosin,AriePosin,JamieBell,UnitedStates,6800000.0,351401.0,ElCaminoPictures,108.0,October,3226
TheMan,Action,2005,5.6,25000.0,LesMayfield,JimPiddock,SamuelLJackson,UnitedStates,33000000.0,13485145.0,NewLineCinema,83.0,September,3227
Valiant,Animation,2005,5.5,22000.0,GaryChapman,GeorgeWebster,EwanMcGregor,UnitedKingdom,35000000.0,61746888.0,VanguardFilmsandAnimation,76.0,August,3228
Prime,Comedy,2005,6.2,40000.0,BenYounger,BenYounger,UmaThurman,UnitedStates,22000000.0,67937494.0,PrimeFilmProductionsLLC,105.0,October,3229
Manderlay,Drama,2005,7.3,23000.0,LarsvonTrier,LarsvonTrier,BryceDallasHoward,Denmark,14200000.0,674918.0,ZentropaEntertainments,139.0,June,3230
Junebug,Comedy,2005,6.9,22000.0,PhilMorrison,AngusMacLachlan,EmbethDavidtz,UnitedStates,1000000.0,3399228.0,JunebugMovie,106.0,September,3231
Dominion,Drama,2005,5.2,11000.0,PaulSchrader,WilliamWisher,StellanSkarsgard,UnitedStates,30000000.0,251495.0,MorganCreekEntertainment,117.0,August,3232
Dreamer,Drama,2005,6.8,12000.0,JohnGatins,JohnGatins,KurtRussell,UnitedStates,32000000.0,38741732.0,DreamworksPictures,106.0,October,3233
Factotum,Comedy,2005,6.6,14000.0,BentHamer,CharlesBukowski,MattDillon,Norway,1000000.0,2708087.0,BulbulFilms,94.0,April,3234
EverythingIsIlluminated,Comedy,2005,7.4,57000.0,LievSchreiber,JonathanSafranFoer,ElijahWood,UnitedStates,7000000.0,3601974.0,WarnerIndependentPictures(WIP),106.0,November,3235
Thumbsucker,Comedy,2005,6.6,21000.0,MikeMills,WalterKirn,LouTaylorPucci,UnitedStates,4000000.0,2138742.0,BobYariProductions,96.0,October,3236
Rebound,Comedy,2005,5.2,13000.0,SteveCarr,BillWolff,MartinLawrence,UnitedStates,33100000.0,17492014.0,TwentiethCenturyFox,86.0,July,3237
TheDeparted,Crime,2006,8.5,1200000.0,MartinScorsese,WilliamMonahan,LeonardoDiCaprio,UnitedStates,90000000.0,291465373.0,WarnerBros,151.0,October,3238
TheFastandtheFurious:TokyoDrift,Action,2006,6.0,252000.0,JustinLin,ChrisMorgan,LucasBlack,UnitedStates,85000000.0,158964610.0,UniversalPictures,104.0,June,3239
TalladegaNights:theBalladofRickyBobby,Comedy,2006,6.6,172000.0,AdamMcKay,WillFerrell,WillFerrell,UnitedStates,72500000.0,163362095.0,ColumbiaPictures,108.0,August,3240
ThePrestige,Drama,2006,8.5,1200000.0,ChristopherNolan,JonathanNolan,ChristianBale,UnitedKingdom,40000000.0,109676311.0,TouchstonePictures,130.0,October,3241
Cars,Animation,2006,7.1,381000.0,JohnLasseter,JohnLasseter,OwenWilson,UnitedStates,120000000.0,461991867.0,PixarAnimationStudios,117.0,June,3242
300,Action,2006,7.6,750000.0,ZackSnyder,ZackSnyder,GerardButler,UnitedStates,65000000.0,456068181.0,WarnerBros,117.0,March,3243
TheDevilWearsPrada,Comedy,2006,6.9,385000.0,DavidFrankel,AlineBroshMcKenna,AnneHathaway,UnitedStates,35000000.0,326706115.0,Fox2000Pictures,109.0,June,3244
CasinoRoyale,Action,2006,8.0,594000.0,MartinCampbell,NealPurvis,DanielCraig,UnitedKingdom,150000000.0,616502912.0,ColumbiaPictures,144.0,November,3245
PansLabyrinth,Drama,2006,8.2,631000.0,GuillermodelToro,GuillermodelToro,IvanaBaquero,Spain,19000000.0,83850267.0,EstudiosPicasso,118.0,January,3246
PiratesoftheCaribbean:DeadMansChest,Action,2006,7.3,668000.0,GoreVerbinski,TedElliott,JohnnyDepp,UnitedStates,225000000.0,1066179747.0,WaltDisneyPictures,151.0,July,3247
Apocalypto,Action,2006,7.8,297000.0,MelGibson,MelGibson,GerardoTaracena,UnitedStates,40000000.0,120673227.0,IconProductions,139.0,December,3248
ShestheMan,Comedy,2006,6.3,149000.0,AndyFickman,EwanLeslie,AmandaBynes,UnitedStates,20000000.0,57194667.0,DreamworksPictures,105.0,March,3249
LittleChildren,Drama,2006,7.5,107000.0,ToddField,ToddField,KateWinslet,UnitedStates,26000000.0,14821658.0,NewLineCinema,137.0,February,3250
ChildrenofMen,Adventure,2006,7.9,474000.0,AlfonsoCuaron,AlfonsoCuaron,JulianneMoore,UnitedStates,76000000.0,70595464.0,UniversalPictures,109.0,January,3251
TheDaVinciCode,Mystery,2006,6.6,410000.0,RonHoward,AkivaGoldsman,TomHanks,UnitedStates,125000000.0,760006945.0,ColumbiaPictures,149.0,May,3252
ThePursuitofHappyness,Biography,2006,8.0,465000.0,GabrieleMuccino,SteveConrad,WillSmith,UnitedStates,55000000.0,307127625.0,ColumbiaPictures,117.0,December,3253
LittleMissSunshine,Comedy,2006,7.8,450000.0,JonathanDayton,MichaelArndt,SteveCarell,UnitedStates,8000000.0,101058954.0,FoxSearchlightPictures,101.0,August,3254
TheLastKingofScotland,Biography,2006,7.7,179000.0,KevinMacdonald,PeterMorgan,JamesMcAvoy,UnitedKingdom,6000000.0,48618191.0,FoxSearchlightPictures,123.0,January,3255
BloodDiamond,Adventure,2006,8.0,511000.0,EdwardZwick,CharlesLeavitt,LeonardoDiCaprio,UnitedStates,100000000.0,171720398.0,WarnerBros,143.0,December,3256
TheLivesofOthers,Drama,2006,8.4,368000.0,FlorianHenckelvonDonnersmarck,FlorianHenckelvonDonnersmarck,UlrichMuhe,Germany,2000000.0,77356942.0,Wiedemann&BergFilmproduktion,137.0,March,3257
NightattheMuseum,Adventure,2006,6.4,323000.0,ShawnLevy,RobertBenGarant,BenStiller,UnitedStates,110000000.0,574481229.0,TwentiethCenturyFox,108.0,December,3258
Mission:ImpossibleIII,Action,2006,6.9,337000.0,JJAbrams,AlexKurtzman,TomCruise,UnitedStates,150000000.0,398479497.0,ParamountPictures,126.0,May,3259
MarieAntoinette,Biography,2006,6.5,104000.0,SofiaCoppola,SofiaCoppola,KirstenDunst,UnitedStates,40000000.0,60917189.0,ColumbiaPictures,123.0,October,3260
InsideMan,Crime,2006,7.6,350000.0,SpikeLee,RussellGewirtz,DenzelWashington,UnitedStates,45000000.0,186003591.0,UniversalPictures,129.0,March,3261
RunningScared,Action,2006,7.3,98000.0,WayneKramer,WayneKramer,PaulWalker,Germany,15000000.0,9380029.0,NewLineCinema,122.0,February,3262
Accepted,Comedy,2006,6.4,127000.0,StevePink,AdamCooper,JustinLong,UnitedStates,23000000.0,38623262.0,UniversalPictures,93.0,August,3263
SupermanReturns,Action,2006,6.0,274000.0,BryanSinger,MichaelDougherty,BrandonRouth,UnitedStates,270000000.0,391081192.0,WarnerBros,154.0,June,3264
Slither,Comedy,2006,6.5,76000.0,JamesGunn,JamesGunn,NathanFillion,Canada,15000000.0,12834936.0,GoldCircleFilms,95.0,March,3265
NachoLibre,Comedy,2006,5.8,83000.0,JaredHess,JaredHess,JackBlack,UnitedStates,35000000.0,99255460.0,ParamountPictures,92.0,June,3266
TheCovenant,Action,2006,5.3,48000.0,RennyHarlin,JSCardone,StevenStrait,UnitedStates,20000000.0,37598767.0,ScreenGems,97.0,September,3267
TheHillsHaveEyes,Horror,2006,6.4,162000.0,AlexandreAja,WesCraven,TedLevine,UnitedStates,15000000.0,70009308.0,Craven-MaddalenaFilms,107.0,March,3268
TheFountain,Drama,2006,7.2,232000.0,DarrenAronofsky,DarrenAronofsky,HughJackman,Canada,35000000.0,16468343.0,WarnerBros,97.0,November,3269
X-Men:theLastStand,Action,2006,6.7,491000.0,BrettRatner,SimonKinberg,PatrickStewart,UnitedStates,210000000.0,460435291.0,TwentiethCenturyFox,104.0,May,3270
Underworld:Evolution,Action,2006,6.7,193000.0,LenWiseman,DannyMcBride,KateBeckinsale,UnitedStates,50000000.0,111476513.0,ScreenGems,106.0,January,3271
Click,Comedy,2006,6.4,313000.0,FrankCoraci,SteveKoren,AdamSandler,UnitedStates,82500000.0,240685326.0,ColumbiaPictures,107.0,June,3272
TheHoliday,Comedy,2006,6.9,258000.0,NancyMeyers,NancyMeyers,KateWinslet,UnitedStates,85000000.0,205850134.0,ColumbiaPictures,136.0,December,3273
SilentHill,Horror,2006,6.5,217000.0,ChristopheGans,RogerAvary,RadhaMitchell,Canada,50000000.0,100605135.0,TriStarPictures,125.0,April,3274
BasicInstinct2,Drama,2006,4.3,38000.0,MichaelCaton-Jones,JoeEszterhas,SharonStone,UnitedKingdom,70000000.0,38629478.0,Metro-Goldwyn-Mayer(MGM),114.0,March,3275
TheBlackDahlia,Crime,2006,5.6,72000.0,BrianDePalma,JoshFriedman,JoshHartnett,UnitedStates,50000000.0,49332692.0,UniversalPictures,121.0,September,3276
Perfume:TheStoryofaMurderer,Crime,2006,7.5,239000.0,TomTykwer,AndrewBirkin,BenWhishaw,Germany,60000000.0,135039924.0,DreamWorks,147.0,January,3277
LuckyNumberSlevin,Crime,2006,7.7,303000.0,PaulMcGuigan,JasonSmilovic,JoshHartnett,UnitedStates,27000000.0,56308881.0,TheWeinsteinCompany,110.0,April,3278
SmokinAces,Action,2006,6.7,140000.0,JoeCarnahan,JoeCarnahan,JeremyPiven,UnitedKingdom,17000000.0,57232879.0,UniversalPictures,108.0,January,3279
DejaVu,Action,2006,7.0,298000.0,TonyScott,BillMarsilii,DenzelWashington,UnitedStates,75000000.0,180557550.0,TouchstonePictures,126.0,November,3280
RV,Adventure,2006,5.5,57000.0,BarrySonnenfeld,GeoffRodkey,RobinWilliams,UnitedKingdom,50000000.0,87528173.0,ColumbiaPictures,99.0,April,3281
TenaciousDinthePickofDestiny,Adventure,2006,6.8,104000.0,LiamLynch,JackBlack,JackBlack,UnitedStates,20000000.0,13939963.0,RedHourFilms,93.0,November,3282
BlackBook,Drama,2006,7.7,74000.0,PaulVerhoeven,GerardSoeteman,CaricevanHouten,Netherlands,21000000.0,26768563.0,FuWorks,145.0,May,3283
StepUp,Crime,2006,6.5,113000.0,AnneFletcher,DuaneAdler,ChanningTatum,UnitedStates,12000000.0,114197742.0,TouchstonePictures,104.0,August,3284
Borat:CulturalLearningsofAmericaforMakeBenefitGloriousNationofKazakhstan,Comedy,2006,7.3,387000.0,LarryCharles,SachaBaronCohen,SachaBaronCohen,UnitedStates,18000000.0,262552893.0,EverymanPictures,84.0,November,3285
SnakesonaPlane,Action,2006,5.4,134000.0,DavidREllis,JohnHeffernan,SamuelLJackson,UnitedStates,33000000.0,62022014.0,NewLineCinema,105.0,August,3286
LadyintheWater,Drama,2006,5.5,96000.0,MNightShyamalan,MNightShyamalan,PaulGiamatti,UnitedStates,70000000.0,72785169.0,WarnerBros,110.0,July,3287
Crank,Action,2006,6.9,239000.0,MarkNeveldine,MarkNeveldine,JasonStatham,UnitedStates,12000000.0,42931041.0,LakeshoreEntertainment,88.0,September,3288
TheIllusionist,Drama,2006,7.6,360000.0,NeilBurger,NeilBurger,EdwardNorton,UnitedStates,16500000.0,87892388.0,BullsEyeEntertainment,110.0,September,3289
OvertheHedge,Animation,2006,6.7,164000.0,TimJohnson,LenBlum,BruceWillis,UnitedStates,80000000.0,339795890.0,DreamWorksAnimation,83.0,May,3290
FinalDestination3,Horror,2006,5.8,133000.0,JamesWong,GlenMorgan,MaryElizabethWinstead,UnitedStates,25000000.0,118890272.0,NewLineCinema,93.0,February,3291
StrangerThanFiction,Comedy,2006,7.5,222000.0,MarcForster,ZachHelm,WillFerrell,UnitedStates,30000000.0,53653224.0,ColumbiaPictures,113.0,November,3292
Aquamarine,Comedy,2006,5.4,39000.0,ElizabethAllenRosenbaum,JohnQuaintance,EmmaRoberts,UnitedStates,12000000.0,22989957.0,Fox2000Pictures,110.0,March,3293
ScaryMovie4,Comedy,2006,5.1,116000.0,DavidZucker,CraigMazin,AnnaFaris,UnitedStates,45000000.0,178262620.0,DimensionFilms,83.0,April,3294
TheFall,Adventure,2006,7.9,109000.0,TarsemSingh,DanGilroy,LeePace,UnitedStates,30000000.0,3669465.0,GooglyFilms,117.0,May,3295
JohnTuckerMustDie,Comedy,2006,5.8,81000.0,BettyThomas,JeffLowell,JesseMetcalfe,UnitedStates,18000000.0,68844775.0,TwentiethCenturyFox,89.0,July,3296
TheGoodShepherd,Drama,2006,6.7,100000.0,RobertDeNiro,EricRoth,MattDamon,UnitedStates,110000000.0,100266865.0,UniversalPictures,167.0,December,3297
RockyBalboa,Action,2006,7.1,208000.0,SylvesterStallone,SylvesterStallone,SylvesterStallone,UnitedStates,24000000.0,155929020.0,Metro-Goldwyn-Mayer(MGM),102.0,December,3298
Eragon,Action,2006,5.1,123000.0,StefenFangmeier,PeterBuchman,EdSpeleers,UnitedStates,100000000.0,250425512.0,Fox2000Pictures,104.0,December,3299
Dreamgirls,Drama,2006,6.5,71000.0,BillCondon,TomEyen,Beyonce,UnitedStates,70000000.0,155430335.0,DreamworksPictures,130.0,December,3300
Babel,Drama,2006,7.4,293000.0,AlejandroGInarritu,GuillermoArriaga,BradPitt,UnitedStates,25000000.0,135330182.0,ParamountPictures,143.0,November,3301
AGoodYear,Comedy,2006,7.0,91000.0,RidleyScott,MarcKlein,RussellCrowe,UnitedStates,35000000.0,42269923.0,Fox2000Pictures,117.0,November,3302
MiamiVice,Action,2006,6.0,112000.0,MichaelMann,MichaelMann,ColinFarrell,Germany,135000000.0,163794509.0,UniversalPictures,132.0,July,3303
SawIII,Crime,2006,6.2,183000.0,DarrenLynnBousman,LeighWhannell,TobinBell,Canada,10000000.0,164874275.0,TwistedPictures,108.0,October,3304
HappyFeet,Animation,2006,6.4,174000.0,GeorgeMiller,GeorgeMiller,ElijahWood,UnitedStates,100000000.0,384336108.0,WarnerBros,108.0,November,3305
TheTexasChainsawMassacre:theBeginning,Horror,2006,5.8,69000.0,JonathanLiebesman,SheldonTurner,JordanaBrewster,UnitedStates,16000000.0,51764406.0,NewLineCinema,91.0,October,3306
BlackSnakeMoan,Drama,2006,6.9,62000.0,CraigBrewer,CraigBrewer,ChristinaRicci,UnitedStates,15000000.0,10907485.0,ParamountClassics,116.0,March,3307
MonsterHouse,Animation,2006,6.6,106000.0,GilKenan,DanHarmon,MitchelMusso,UnitedStates,75000000.0,141861243.0,ColumbiaPictures,91.0,July,3308
Scoop,Comedy,2006,6.6,82000.0,WoodyAllen,WoodyAllen,ScarlettJohansson,UnitedKingdom,17300000.0,39220946.0,BBCFilms,96.0,July,3309
WorldTradeCenter,Drama,2006,5.9,79000.0,OliverStone,AndreaBerloff,NicolasCage,UnitedStates,65000000.0,163247198.0,ParamountPictures,129.0,August,3310
EmployeeoftheMonth,Comedy,2006,5.5,46000.0,GregCoolidge,DonCalame,JessicaSimpson,UnitedStates,12000000.0,38395414.0,Lionsgate,103.0,October,3311
LittleMan,Comedy,2006,4.5,52000.0,KeenenIvoryWayans,KeenenIvoryWayans,ShawnWayans,UnitedStates,64000000.0,104003322.0,RevolutionStudios,98.0,July,3312
TheBenchwarmers,Comedy,2006,5.5,49000.0,DennisDugan,AllenCovert,DavidSpade,UnitedStates,33000000.0,64962629.0,RevolutionStudios,85.0,April,3313
Poseidon,Action,2006,5.7,100000.0,WolfgangPetersen,MarkProtosevich,RichardDreyfuss,UnitedStates,160000000.0,181674817.0,WarnerBros,98.0,May,3314
FlushedAway,Animation,2006,6.6,117000.0,DavidBowers,DickClement,HughJackman,UnitedKingdom,149000000.0,178281554.0,AardmanAnimations,85.0,November,3315
TheGuardian,Action,2006,6.9,89000.0,AndrewDavis,RonLBrinkerhoff,KevinCostner,UnitedStates,70000000.0,94973540.0,TouchstonePictures,139.0,September,3316
RescueDawn,Action,2006,7.3,103000.0,WernerHerzog,WernerHerzog,ChristianBale,UnitedStates,10000000.0,7177143.0,Metro-Goldwyn-Mayer(MGM),120.0,July,3317
WhenaStrangerCalls,Horror,2006,5.1,44000.0,SimonWest,JakeWadeWall,CamillaBelle,UnitedStates,15000000.0,67062123.0,ScreenGems,87.0,February,3318
AScannerDarkly,Animation,2006,7.1,108000.0,RichardLinklater,PhilipKDick,KeanuReeves,UnitedStates,8700000.0,7659918.0,WarnerIndependentPictures(WIP),100.0,July,3319
DOA:DeadorAlive,Action,2006,4.8,44000.0,CoreyYuen,JFLawton,JaimePressly,UnitedKingdom,21000000.0,7563172.0,DimensionFilms,87.0,June,3320
Shortbus,Comedy,2006,6.4,32000.0,JohnCameronMitchell,JohnCameronMitchell,Sook-YinLee,UnitedStates,2000000.0,5526675.0,THINKFilm,101.0,October,3321
CatchandRelease,Comedy,2006,6.0,25000.0,SusannahGrant,SusannahGrant,JenniferGarner,UnitedStates,25000000.0,16162580.0,ColumbiaPictures,124.0,January,3322
TheBreak-Up,Comedy,2006,5.8,128000.0,PeytonReed,JeremyGarelick,JenniferAniston,UnitedStates,52000000.0,205668210.0,UniversalPictures,106.0,June,3323
United93,Action,2006,7.6,100000.0,PaulGreengrass,PaulGreengrass,DavidAlanBasche,UnitedStates,15000000.0,76700659.0,UniversalPictures,111.0,April,3324
ThePinkPanther,Adventure,2006,5.7,83000.0,ShawnLevy,LenBlum,SteveMartin,UnitedStates,80000000.0,164115897.0,Metro-Goldwyn-Mayer(MGM),93.0,February,3325
LettersfromIwoJima,Action,2006,7.9,156000.0,ClintEastwood,IrisYamashita,KenWatanabe,UnitedStates,19000000.0,68673228.0,DreamworksPictures,141.0,February,3326
SouthlandTales,Comedy,2006,5.4,38000.0,RichardKelly,RichardKelly,DwayneJohnson,France,17000000.0,374743.0,UniversalPictures,145.0,December,3327
FlagsofOurFathers,Action,2006,7.1,119000.0,ClintEastwood,WilliamBroylesJr,RyanPhillippe,UnitedStates,90000000.0,65900249.0,DreamworksPictures,135.0,October,3328
FailuretoLaunch,Comedy,2006,5.6,76000.0,TomDey,TomJAstle,MatthewMcConaughey,UnitedStates,50000000.0,130224158.0,ParamountPictures,97.0,March,3329
ClerksII,Comedy,2006,7.3,131000.0,KevinSmith,KevinSmith,BrianOHalloran,UnitedStates,5000000.0,26986174.0,TheWeinsteinCompany,97.0,July,3330
16Blocks,Action,2006,6.6,128000.0,RichardDonner,RichardWenk,BruceWillis,UnitedStates,52000000.0,65664721.0,AlconEntertainment,102.0,March,3331
MySuperEx-Girlfriend,Comedy,2006,5.1,63000.0,IvanReitman,DonPayne,UmaThurman,UnitedStates,30000000.0,61108981.0,NewRegencyProductions,96.0,July,3332
TheLakeHouse,Drama,2006,6.8,143000.0,AlejandroAgresti,DavidAuburn,KeanuReeves,UnitedStates,40000000.0,114830111.0,WarnerBros,99.0,June,3333
TheWickerMan,Horror,2006,3.7,65000.0,NeilLaBute,NeilLaBute,NicolasCage,UnitedStates,40000000.0,38805380.0,WarnerBros,102.0,September,3334
OpenSeason,Animation,2006,6.1,89000.0,RogerAllers,SteveBencich,AshtonKutcher,UnitedStates,85000000.0,200811689.0,ColumbiaPictures,86.0,September,3335
CharlottesWeb,Adventure,2006,6.3,39000.0,GaryWinick,SusannahGrant,DakotaFanning,UnitedStates,85000000.0,148963822.0,ParamountPictures,97.0,December,3336
TheOmen,Action,2006,5.5,57000.0,JohnMoore,DavidSeltzer,LievSchreiber,UnitedStates,25000000.0,119974972.0,TwentiethCenturyFox,110.0,June,3337
Penelope,Comedy,2006,6.7,61000.0,MarkPalansky,LeslieCaveny,ChristinaRicci,UnitedKingdom,15000000.0,21156270.0,SummitEntertainment,104.0,February,3338
IceAge:theMeltdown,Animation,2006,6.8,262000.0,CarlosSaldanha,PeterGaulke,RayRomano,UnitedStates,80000000.0,667094506.0,TwentiethCenturyFoxAnimation,91.0,March,3339
Beerfest,Comedy,2006,6.3,65000.0,JayChandrasekhar,JayChandrasekhar,JayChandrasekhar,UnitedStates,17500000.0,20387597.0,WarnerBros,110.0,August,3340
StayAlive,Fantasy,2006,5.1,31000.0,WilliamBrentBell,WilliamBrentBell,JonFoster,UnitedStates,7000000.0,27298695.0,HollywoodPictures,85.0,March,3341
Bug,Drama,2006,6.1,34000.0,WilliamFriedkin,TracyLetts,AshleyJudd,UnitedStates,4000000.0,8095658.0,LionsGateFilms,102.0,May,3342
Turistas,Horror,2006,5.4,37000.0,JohnStockwell,MichaelArlenRoss,JoshDuhamel,UnitedStates,10000000.0,14756513.0,FoxAtomic,93.0,December,3343
NotesonaScandal,Crime,2006,7.4,76000.0,RichardEyre,PatrickMarber,CateBlanchett,UnitedKingdom,15000000.0,49814392.0,FoxSearchlightPictures,92.0,January,3344
"Paris,jetaime",Comedy,2006,7.2,71000.0,Directors,TristanCarne,JulietteBinoche,France,13000000.0,17471727.0,VictoiresInternational,120.0,June,3345
SeraphimFalls,Action,2006,6.7,30000.0,DavidVonAncken,DavidVonAncken,PierceBrosnan,UnitedStates,18000000.0,1220058.0,IconProductions,115.0,April,3346
Invincible,Biography,2006,7.1,68000.0,EricsonCore,BradGann,MarkWahlberg,UnitedStates,40000000.0,58480828.0,WaltDisneyPictures,105.0,August,3347
Firewall,Action,2006,5.8,57000.0,RichardLoncraine,JoeForte,HarrisonFord,UnitedStates,50000000.0,82751189.0,WarnerBros,105.0,February,3348
Hatchet,Comedy,2006,5.7,30000.0,AdamGreen,AdamGreen,KaneHodder,UnitedStates,1500000.0,208550.0,ArieScopePictures,93.0,April,3349
WeAreMarshall,Drama,2006,7.1,59000.0,McG,JamieLinden,MatthewMcConaughey,UnitedStates,65000000.0,43545364.0,WarnerBros,131.0,December,3350
JustMyLuck,Comedy,2006,5.4,55000.0,DonaldPetrie,IMarleneKing,LindsayLohan,UnitedStates,28000000.0,38159905.0,NewRegencyProductions,103.0,May,3351
MadeasFamilyReunion,Comedy,2006,5.3,11000.0,TylerPerry,TylerPerry,TylerPerry,UnitedStates,6000000.0,63368939.0,LionsGateFilms,107.0,February,3352
TheMarine,Action,2006,4.7,33000.0,JohnBonito,MichelleGallagher,JohnCena,UnitedStates,20000000.0,22165608.0,TwentiethCenturyFox,92.0,October,3353
ThePaintedVeil,Drama,2006,7.5,90000.0,JohnCurran,RonNyswaner,NaomiWatts,China,19400000.0,26910847.0,WIP,125.0,January,3354
Ultraviolet,Action,2006,4.4,80000.0,KurtWimmer,KurtWimmer,MillaJovovich,UnitedStates,30000000.0,31070211.0,ScreenGems,88.0,March,3355
FactoryGirl,Biography,2006,6.4,21000.0,GeorgeHickenlooper,CaptainMauzner,SiennaMiller,UnitedStates,7000000.0,3572632.0,TheWeinsteinCompany,90.0,February,3356
AkeelahandtheBee,Drama,2006,7.4,19000.0,DougAtchison,DougAtchison,AngelaBassett,UnitedStates,8000000.0,18948425.0,OutoftheBlueEntertainment,112.0,April,3357
Barnyard,Animation,2006,5.6,29000.0,SteveOedekerk,SteveOedekerk,KevinJames,UnitedStates,51000000.0,116755080.0,OEntertainment,90.0,August,3358
ArthurandtheInvisibles,Animation,2006,6.0,34000.0,LucBesson,CelineGarcia,FreddieHighmore,France,86000000.0,108605609.0,EuropaCorp,94.0,January,3359
Zoom,Action,2006,4.4,19000.0,PeterHewitt,AdamRifkin,TimAllen,UnitedStates,35000000.0,12506362.0,RevolutionStudios,83.0,August,3360
EightBelow,Adventure,2006,7.3,62000.0,FrankMarshall,DavidDiGilio,PaulWalker,UnitedStates,40000000.0,120455994.0,WaltDisneyPictures,120.0,February,3361
CurseoftheGoldenFlower,Action,2006,7.0,43000.0,YimouZhang,ZhihongBian,ChowYun-Fat,HongKong,45000000.0,78568977.0,FilmPartnerInternational,114.0,January,3362
DateMovie,Comedy,2006,2.8,58000.0,AaronSeltzer,JasonFriedberg,AlysonHannigan,UnitedStates,20000000.0,85749034.0,NewRegencyProductions,83.0,February,3363
Flyboys,Action,2006,6.5,42000.0,TonyBill,PhilSears,JamesFranco,UnitedKingdom,60000000.0,17858059.0,ElectricEntertainment,140.0,September,3364
FindMeGuilty,Biography,2006,7.0,33000.0,SidneyLumet,SidneyLumet,VinDiesel,Germany,13000000.0,2636637.0,YariFilmGroupReleasing,125.0,March,3365
"You,MeandDupree",Comedy,2006,5.6,79000.0,AnthonyRusso,MichaelLeSieur,KateHudson,UnitedStates,54000000.0,130628903.0,UniversalPictures,110.0,July,3366
CuriousGeorge,Animation,2006,6.5,16000.0,MatthewOCallaghan,KenKaufman,WillFerrell,UnitedStates,50000000.0,69865924.0,ImagineEntertainment,87.0,February,3367
Flicka,Adventure,2006,6.1,7600.0,MichaelMayer,MarkRosenthal,AlisonLohman,UnitedStates,15000000.0,21893591.0,Fox2000Pictures,95.0,October,3368
BlackChristmas,Horror,2006,4.6,25000.0,GlenMorgan,GlenMorgan,MichelleTrachtenberg,Canada,9000000.0,21510851.0,DimensionFilms,95.0,December,3369
Wristcutters:ALoveStory,Comedy,2006,7.3,54000.0,GoranDukic,GoranDukic,PatrickFugit,UnitedStates,1000000.0,454026.0,NoMatterPictures,88.0,November,3370
SeeNoEvil,Action,2006,5.1,26000.0,GregoryDark,DanMadigan,GlennJacobs,UnitedStates,8000000.0,18707966.0,WorldWrestlingEntertainment(WWE),84.0,May,3371
LastHoliday,Comedy,2006,6.5,30000.0,WayneWang,JeffreyPrice,QueenLatifah,UnitedStates,45000000.0,43451846.0,LastHolidayProductions,112.0,January,3372
FriendswithMoney,Comedy,2006,5.8,29000.0,NicoleHolofcener,NicoleHolofcener,JenniferAniston,UnitedStates,6500000.0,18245244.0,ThisIsThatProductions,88.0,April,3373
AlltheKingsMen,Drama,2006,6.2,24000.0,StevenZaillian,StevenZaillian,SeanPenn,Germany,55000000.0,9451623.0,ColumbiaPictures,128.0,September,3374
Hollywoodland,Biography,2006,6.5,33000.0,AllenCoulter,PaulBernbaum,AdrienBrody,UnitedStates,28000000.0,16800438.0,FocusFeatures,126.0,September,3375
ATL,Comedy,2006,6.2,11000.0,ChrisRobinson,TinaGordon,TI,UnitedStates,20000000.0,21170563.0,SweetTeaPicturesLLC,105.0,March,3376
Bobby,Biography,2006,7.0,41000.0,EmilioEstevez,EmilioEstevez,AnthonyHopkins,UnitedStates,14000000.0,20718608.0,TheWeinsteinCompany,117.0,November,3377
HalfNelson,Drama,2006,7.2,85000.0,RyanFleck,RyanFleck,RyanGosling,UnitedStates,700000.0,4660481.0,HuntingLaneFilms,106.0,September,3378
TheWild,Animation,2006,5.2,25000.0,SteveSpazWilliams,EdDecter,KieferSutherland,Canada,80000000.0,102338515.0,COREFeatureAnimation,82.0,April,3379
Infamous,Biography,2006,7.1,17000.0,DouglasMcGrath,DouglasMcGrath,TobyJones,UnitedStates,13000000.0,2689799.0,WarnerIndependentPictures(WIP),110.0,October,3380
TaketheLead,Drama,2006,6.6,25000.0,LizFriedlander,DianneHouston,AntonioBanderas,UnitedStates,30000000.0,66500090.0,NewLineCinema,118.0,April,3381
GridironGang,Biography,2006,6.9,58000.0,PhilJoanou,JeffMaguire,DwayneJohnson,UnitedStates,30000000.0,41480851.0,ColumbiaPicturesIndustries,125.0,September,3382
TheAntBully,Animation,2006,5.8,38000.0,JohnADavis,JohnADavis,PaulGiamatti,UnitedStates,50000000.0,55181129.0,WarnerBros,88.0,July,3383
Fur:anImaginaryPortraitofDianeArbus,Biography,2006,6.4,15000.0,StevenShainberg,ErinCressidaWilson,NicoleKidman,UnitedStates,16800000.0,2312717.0,PressmanFilm,122.0,October,3384
PeacefulWarrior,Drama,2006,7.3,27000.0,VictorSalva,KevinBernhardt,ScottMechlowicz,UnitedStates,10000000.0,4326927.0,DEJProductions,120.0,June,3385
TheSantaClause3:TheEscapeClause,Adventure,2006,4.8,34000.0,MichaelLembeck,EdDecter,TimAllen,UnitedStates,12000000.0,110768122.0,WaltDisneyPictures,92.0,November,3386
MissPotter,Biography,2006,7.0,28000.0,ChrisNoonan,RichardMaltbyJr,ReneeZellweger,UnitedKingdom,30000000.0,35078241.0,PhoenixPictures,88.0,March,3387
